1975.0;5.0;Ы-1
2163.0;2.0;Ы-2
3413.0;25.0;Ы-3
3363.0;6.0;Ы-4
3313.0;1.0;Ы-5
1811.0;1.0;Ы-6
746.0;1.0;Ы-7
4936.0;1.0;Ы-8
3463.0;1.0;Ы-9
2851.0;1.0;ЫФ-1
5760.0;1.0;ЫФ-2
5725.0;1.0;ЫФ-3
5869.0;1.0;ЫФ-4
5687.0;1.0;ЫФ-5
1290.0;8.0;Я-2
590.0;37.0;Я-3
256.0;1.0;Я-6
2239.0;2.0;Я-7
514.0;1.0;Я-8
498.0;1.0;Я-9
568.0;1.0;Я-10
376.0;1.0;Я-11
364.0;1.0;Я-13
390.0;1.0;Я-14
3413.0;1.0;Я-16
4171.0;1.0;а-2
3815.0;1.0;а-3
5808.0;1.0;а-4
5502.0;1.0;а-5
3225.0;1.0;а-6
4308.0;1.0;а-7
3668.0;1.0;а-10
2585.0;1.0;а-11
4216.0;2.0;бва-1
4216.0;27.0;бва-2
4216.0;1.0;бва-3
4002.0;1.0;бва-4
3345.0;1.0;бва-5
2689.0;1.0;бва-6
2032.0;1.0;бва-7
1375.0;1.0;бва-8
718.0;1.0;бва-9
5855.0;1.0;бва-10
718.0;1.0;бва-11
1375.0;1.0;бва-12
2032.0;1.0;бва-13
2689.0;1.0;бва-14
3345.0;1.0;бва-15
4002.0;1.0;бва-16
